rating,title,text,asin,user_id,timestamp
4.0,Four Stars,This exfoliates your skin really well. But it should not be used more than twice a week.,B00Q5SL74O,AGWRS5D3EDQ6DIBYZAISO6PFT3FQ,2016-08-19 03:22:37.000
5.0,Cute little gadget,"[[VIDEOID:1d9aa91100b1cff63bfa8c43371210c2]] This product is very good for make up lovers that have a lot of brushes to clean.<br />Just mix hot water and a tad bit of soap, attached the brushes and the gadget and there you go.<br />I think it works good although it could really use a little bit more power because the heavier brushes kind of wobble a bit.<br />I only washed A couple of them but it did seem to work, so I would say it would need maybe three batteries instead of two or more power. You will always have clean brushes with this gadget.",B08YP8R46S,AF5GJWRXYJXB76SZJMFRRQZCWJ5Q,2022-03-01 19:32:38.962
3.0,Too big,It says it’s one size but it’s too big for a small person. When I looked at the ticket it said Large. Very disappointed.,B0B5V37XK7,AFJE7NFCDRUZXELVVMNYKQDZNSDQ,2022-08-12 00:07:34.686
5.0,Great buy!,I got this on an amazon daily deal.  I only paid like $14 for it.  It gets the job done just as expected.  So far so good no complaints.,B01KSXFU2Q,AFZVLE4BTQ3NPJ5CHMGWFFOPUB3A,2017-03-11 04:00:25.000
1.0,DON'T WASTE YOUR MONEY,"Cheaply made.  The hair net is too small and the first time I tried to clip the barrette in my hair, it fell apart.  The bow itself is cute, but the clip ruined it all.  Don't waste your money.",B00DN34EEE,AE4Q53MFSOGRM2EDES42BLPQJ2VA,2015-02-12 10:35:26.000
5.0,Five Stars,"works really great, bought it for my Labradoodle and it cuts her hair really well !!!",B01GQUOE8G,AHSPQHE5KMYLKMGXNWS44CGAMC5Q,2017-05-03 17:26:34.000
4.0,Four Stars,works really great. finally after 3 years the power cord doesn't seem to work anymore (rust).,B000FED5DK,AFAMS3ZG4UMCXYN2OP7CQ2V6AC6Q,2016-09-04 14:52:45.000
5.0,Easy to use and easy to clean,Works great and easy to clean. I think it is easy to use. I will be utilizing mine as part of my regular oral hygiene routine.  Storage case is nice and makes it eaY to pack when traveling.,B081C4LQFK,AF5YDDSUL25EDMIG3UT2DOXG24VA,2019-12-11 06:35:19.200
4.0,Works,Product works. Feel nail polish didn't just come off as easily as described though.,B09FYY5286,AH655UHV264FME2KXND6TJ6EXGXA,2021-12-19 10:08:11.112
5.0,Great Sleep Mask,"This mask has greatly increased the quality of my sleep. It's very soft and has little ""pockets"" under each eye that help block out light more than a flat mask would. The adjustable head strap is also a big plus. Would definitely recommend!",B001ET7HJI,AG4LXOKXUAZYNLCWJUXJJUXZOCNA,2013-01-05 22:30:03.000
5.0,Great for traveling,"The bottles are great for traveling or keeping in your purse or car. I live that the most is perfect, not to wet and not to dry. The cap stays on really well so that it doesn't accidentally spray. I use it for alcohol spray rather than hand sanitizer. I spray everything.  I love it!",B07Z3YZ65X,AFDRXVUUR63P75K5TFHYZGBDJPMA,2020-09-20 18:16:00.937
1.0,How can it have almost 5 stars when there is NOT one review?,"I see this product has high stars.  However when I went to read the reviews there are none.  For anybody reading this, this is its FIRST review. (on this product)  So beware, that's a lot of money to spend on a product with phony stars.  I don't think a similar product should have their stars put onto ALL the versions of it.",B07QDH54K5,AGAKU4ULIA6CI2BZDLA6GB3ERCWA,2020-06-23 17:50:59.834
5.0,Want a close shave?,I have been using these razors for sometime now and really enjoy them.  You get a close shave at a fraction of the cost of replacement blades.  Give them a try.,B0791Y16H4,AFVHXJSJNS3SLYV6UYBNCZVVJ46A,2018-11-30 12:55:34.435
5.0,Faux body Jewelry,Cute,B019C9ZNYW,AFJ437VU6ZMIGA64E5BUQGN4FX7Q,2019-01-06 06:21:21.973
3.0,Pretty cute,"These aren't cotton, some kind of stretchy fabric. Also they aren't tied, you have to figure it out. I've never been able to make it look like the pictures.",B01L71F5XW,AFGH5CFNV3WFYPAHB2DTESXRLXXA,2019-08-20 21:52:19.137
5.0,Five Stars,Love the color,B071YYLLCZ,AE4PIN5G6ISWAJ5OPYKT6KI7WFNQ,2018-04-28 04:34:54.091
3.0,annoying lack of pop-up,"the wipes aren't interlocking, meaning the next one doesn't pop up when you pull one out (think like facial tissues do). other than that the product is fine. just a bit annoying to use.",B01MDUHEYL,AGDLS4RHOS2TOVYEAYKWACZUEWJA,2018-06-18 12:07:59.778
5.0,a piece I use almost daily!,helps when I don't want to use a shaper!,B07L6ZR43D,AEFJTVPQRAPFHPVQE3CFEQ7Z2Y6Q,2020-06-25 01:54:27.872
5.0,Very nice product,Very nice product will buy more,B01NAJP95W,AG6WF6HTE6VR3EDNXLP6ALSZSHUA,2017-11-16 12:36:20.198
5.0,Great,Got it as a gift for my coworker because she loves hello kitty and would always talking about needing/wanting face cream as a gift,B0811522SH,AHC6DEST2YDEMMT6E57WDU5FAZPA,2021-12-14 12:33:05.838
5.0,Great Buy!,Great product. Great price.,B08DJBJQ7P,AF7RWATRJ6VTTGHQZZJSOCQA2K4Q,2020-11-13 18:37:56.611
5.0,Pretty colors,Very pretty,B08BHRLLDJ,AHGSKRIBQOGJITVA3ZWFKVFQVP7A,2020-10-14 23:10:04.607
2.0,WARNING...GUM LOSS!,"I bought these with the environment in mind. After using the product for several weeks, I was having teeth pain. I went to a dentist and we found the gums are receding and the root of the tooth is showing. The reason, the brush bristles are too hard. I had no idea a harder brush could do this to my gums and teeth!",B083NW3W4J,AEAS54EGAAW6LYZC6HLMRQB3BFZA,2021-01-22 17:22:17.020
1.0,READ THIS: IT MAY HELP YOU!,"Okay, I would recommend a different product: Elmer's glue. It comes in a bigger bottle, it is very cheap, and no need to ship it, as it can be found nearly anywhere. Elmer's glue works really well, so I just wanted to let you know. You may even have Elmer's at home already. I hope this helped you! 👍🏻",B01CTQC9J2,AGOSRFYHZNIL6IWKUWV6653BTZPA,2016-09-19 17:06:32.000
1.0,Cheap,Only had this for 3 months and it stop working,B08RS23BV9,AEFKDZ2BYUQAMUZSBR3LTKFSZJWA,2021-07-03 19:13:10.868
5.0,Value and quality,Great value,B0791Y16H4,AHTTLG4T5MJSLB7HS3C4X2PM67UQ,2023-04-03 18:44:35.258
5.0,Comfort and color.,Great. Holds long hair nicely. Doesn't hurt. Need more colors.,B07S6R4GFB,AEZH4TRXCINZ3UQX2ZNS5L2INFRQ,2021-08-02 01:11:41.753
5.0,Very natural looking,Best hair ever is Really beautiful and looks like my natural hair. I got a lot of compliments.,B07KC8JWGD,AFZM6HDOZFS5I7UEVENG46GOFBRQ,2019-11-01 04:47:43.136
1.0,Very poor quality and damaged,Very poorly made and designed.,B09K7SBBLF,AGZR6RMDP3MXVVQAL4TSDRV5YT7A,2022-02-18 00:39:46.947
5.0,Holds shape longer and so gentle!,"Mine came with a charger but already had plenty of charge. I didn’t know these things existed, but this is absolutely a new makeup item must-have! It’s a perfect temp, not hot, but warm enough for making the lash curl last all day for me.<br />Plus the warmth against my eyelids while I’m holding it to curl feels like eye therapy, it’s so nice! 100% recommend!",B0BFWBKRSG,AG3TUA4FHZYQYHODSCIFUEHIHDRQ,2022-11-16 14:10:33.193
5.0,Great product easy to use,"The product is amazing, and easy to use a great value for your money",B0BJDDXH5S,AGGGNONE7IWL5NYRJF4OVPTLHQUA,2023-03-17 20:44:53.356
5.0,Five Stars,Very impressed with this. Worth more than you charged for it!,B019FT4Q06,AF5545GQUOS6YYNCPOXRLP4INX3Q,2017-12-12 02:27:44.432
5.0,Gorgeous as heck!!,"ABSOLUTLEY gorgeous!! Was cheaper than the first package, just as beautiful! A couple had gotten all over the packaging, (broken) from shipping, but it was cleanable! Again came in a cute package with a hand written note, what a great personal touch!! I would buy every color What's Up Nails has to offer!! ABSOLUTLEY stunning, that's all I have to say!! A must buy!!!",B01LXLLHGK,AGDHLQ2S72QT5JOY7P3HBZ75BBVA,2017-05-30 23:09:10.000
5.0,Very pleased with the quality of this companies product,Very pleased with the quality of this companies product.  Candida is Gone!!!! Love this stuff.  Strongly suggest if you have &#34;spots&#34; on your skin or any irritations,B00G6Q8JVE,AHYXQINDTIEWW6XC3SCXINJL4JFQ,2015-02-26 23:52:35.000
3.0,This product is much shorter than depicted.,It is shorter than depicted i the advertisement photos.,B07S9DLZGT,AG63R5LQ7SIKER3U5S7FXLFUTB6A,2020-01-31 17:09:40.590
5.0,Awesome,Love being able to organize my makeup!,B07Z82BJNP,AESREURYV3XUVBMPR7YB4GN6QCKA,2021-06-03 20:55:25.520
5.0,Best eye beauty product,Best eye de-stressors I've ever used!!! The fact that you can use each one three times is a great bonus. I will definitely buy these again.,B003QAD9UE,AELN3LC7GRUHLFGZ7WX6E54TE25A,2014-02-14 18:10:50.000
4.0,"They are ok, and they should work. The ...","They are ok, and they should work.  The clips look very small though, so I hope they stay in my hair.",B019MOHY58,AEKZQHYBWPYDKMPZ2DIRCF2L7AZA,2016-05-15 14:27:31.000
1.0,It leaked,"First time attempting to use this heat cap it leaked, followed the instructions and everything.",B07ZT65QVG,AH5GDP3XNW5OJELPUJCS4YLV37LQ,2021-04-11 23:48:59.264
1.0,Sticky,Doesn’t dry like other sanitizers do. It feels sticky and soapy. Not really sanitizer more of a soap. Terrible!,B0868R3SXW,AHNIBDING5IJ5SLE6R6HDTOA4V4Q,2020-04-12 12:03:03.899
5.0,Great product,I love these super convenient,B07J9N41SZ,AG6TPNE3V6YMR7LP2U6EZNUEPKWQ,2021-04-15 18:27:28.227
5.0,Better than dry skin brushing,"I got these to use for manual lymph drainage massage, for lymphedema, in lieu of dry skin brushing. They are wonderful, with just the right amount if &#34;drag.&#34; Also more easily cleaned, and easy to pack. Highly recommend.",B01IDO1HGU,AEHXRSDUUYP6AH36J2GDB4BRAEBQ,2017-06-24 01:40:42.642
3.0,"I’m an amateur with lashes, but these were difficult.","I was so excited to get these on a deal. I should preface this by saying I don’t usually use liquid eyeliner, bc I’m not great at the application. I felt like this liner was really thin and difficult to apply. Once it’s applied, it’s a fairly easy process to apply the lashes. Either my eyelids are really small or these lashes are too long. When I apply the lashes, the don’t quite fit my lids and I’m not sure they can be trimmed down.",B088637DF9,AFG6ULH65HE2AJGHM2KPB4R6HR2A,2020-11-29 16:26:55.346
5.0,Has its own case for storage.,"easy to use, I used it to cleanse my tongue.",B08B14P1R4,AGCKZMOXS7XG4FN27GAD2SOK6EPQ,2020-08-10 13:24:50.071
1.0,Horrible Quality,You need to buy the right length. You can't cut them. They will unravel. Will not buy again.,B08LVVBW5H,AECJ5PLRZGGQ6YQKD35VIMHACYWA,2021-02-09 06:32:50.478
5.0,A nice decoration for the bathroom,"I have bought several of the bars of soap, one for each season and holiday.  They made a nice statement with out doing a lot of decoration all over the bath.",B0012KGZFQ,AH26MORZYTF2AWRB4Z54IP6M3RUQ,2022-02-22 12:26:23.909
1.0,Expires in 2-3 months!,"I so wish sellers would stop sending things that are set to expire in a couple of months. This is enough product to last for 6 months or so, but it expires in March 2023. I usually just return, but I’m going to start writing reviews. This is just wrong.",B08RCWTZ9M,AGTE56LMBQV2KARDC5QVVBVPJ4OA,2022-12-13 23:10:48.648
5.0,Recommend,Such an amazing brush!!,B07XY3DZM6,AHHJUCXXN6AOO3DPQPEMPWXMPSFA,2020-09-22 02:38:33.862
1.0,The powder is terrible.,The powder is terrible.  I bought a couple of brands to try.  This one was awful.,B08LL7XT7G,AEG2232R7PTDYB3SQ6CLWFNOEJKQ,2021-08-28 20:35:24.196
1.0,Doesn’t last,This product is sticky and hard to use. Once you get it formed the finished parody the last two days max. Not worth the money.,B08B1PR9C7,AFCRVQSDW2QOX56EU3V7J3X5IRAQ,2020-08-11 03:33:07.483
3.0,ouch,wow this thing shoots a stream of water!!  It hurts.  One setting doesn't work so I quit using it.,B08LMST1N9,AG75JDAX7G3IHAXCTK27DORGWH5A,2021-10-01 02:09:36.217
4.0,Four Stars,its good,B000MT1GHA,AEKSCQE6KF6BZY4C7QZMYZZISALA,2015-04-01 22:05:12.000
3.0,Why bobby pins?,Its frustrating trying to figure out how to pin this thing to your head. Its a decent size and has weight to it which I like.,B01M7Z5H81,AENAYY32AU4E5NRTBKBKSVRMWIOA,2018-11-13 12:55:50.471
1.0,Didn’t fit,Didn’t fit,B073SBNLJJ,AHTTTEWI7JLJHEEFYSNPOIGMKFGA,2022-03-26 02:47:15.968
1.0,Why is Amazon selling a product that doesn't work?,This item does not work. It doesn't charge my Braun Series 7- just results in a flashing blue error light when plugged in. I have no idea why Amazon is allowing this seller to continue selling this product.,B075N4TPX8,AGGUECGUXG5SSOT3L3IRAB44SMOQ,2018-05-04 01:09:11.730
5.0,Happy customer,I bought this for my son for his Halloween costume. It was easy for him to put on himself and looked exactly like the picture.,B07SYZ5MYZ,AHTNOU5HZDKACOR3ETXSVPO5ITHA,2019-12-18 22:47:25.327
5.0,Very useful,Love it room to put all your essentials,B08C7C9FPZ,AEUROM234XC4RTBSRT4S6KKQCCPQ,2021-08-13 02:04:11.303
5.0,Love it!,"This is exactly as advertised! Looks natural, minimal shedding and the curls/wave is exactly what I wanted.<br />I needed this look for my video and pictures and this turn out really well. Easy to use and I brush it slowly to avoid shedding.<br />No funky smell and I can see myself wearing this in real life and not just for my vlog.<br />For the price, it is a very good value!",B09CNW72YH,AGZYMSCZZ5SPWHX5AVWTP64TY7AA,2021-11-04 22:44:32.468
5.0,Five Stars,Refills my cleaner.,B0009MFUPY,AHQN7EPAY2ZRD5MTMVHSEEDUDJ2A,2014-08-25 05:10:47.000
4.0,Four Stars,very good product.,B00N996X4G,AFGJRYWUDCHIBXPPITG4IS53WBJQ,2014-10-22 23:26:44.000
2.0,VERY VERY ROUGH TANGLES EASILY AND QUICKLY,This is the best extensions to get if you are looking for something that easily tangles and is rough to the touch. It is especially great if you are looking to make Cyber Locks or just dreads in general. If braiding with it braid all the way down no loose ends.,B01N1JXQM0,AEY3KJKGQ42AGR2YVOL5IENP4MIQ,2018-01-15 03:00:15.357
5.0,Fabulous purchase!!!,Love this eyelashes.  A length for every occasion and easy to apply.  Great price also when compared to what the U.S. charges.,B08PF6CHBT,AEHULQLHB3ZCOL2QNL4D55Q4BK2A,2021-05-23 08:53:48.741
5.0,nice thick eyelashes,"Very good eye lash extension. I work with it in my own salon. Good quality, looks like ur already wearing mascara!",B00CP6EZL2,AESMKCB5653JW36IWX5OJPPLPSKQ,2013-11-23 13:06:25.000
5.0,Best acne remedy I know,"I’ve had acne for a long time, this is the best product I’ve ever used",B07V6LCGMD,AFWC33ICBLREBXKN2DOFBYCUMJIQ,2019-12-12 03:08:13.882
5.0,so sweet!,"I ordered these to complete a dance costume for my students. I ordered 6 for a great price, somehow not realizing they were a 2-pack. Bonus! So now I have 6 more for next time. Very well made and sturdy considering they're lace, and the girls look adorable in them. Seller shipped quickly and they were very well-wrapped and arrived in excellent shape.",B07H3J61QM,AECDAG52FUOBMO7UBDHY4Y6Y3WDA,2019-06-07 15:31:11.133
5.0,Impressive Quality and Value,Recommend this product and they looked nice and quantity is higher then many in comparison.,B07JDL3R69,AEXC3P7U5LVZMZSA275R3ORKVHWA,2019-07-18 18:10:03.602
5.0,Five Stars,Love the color!,B00ZHYZ2AM,AFNOPR2RGAO3C65KYFQH7S2C53YQ,2017-07-23 15:49:03.069
5.0,Perfect gift for Yankee Swamp,Bought it as a gift to play Yankee Swamp with my family. Everyone was fighting for it at the game cause it looks beautiful!,B07JW6Y7DH,AG54NZCOPMBHXNPDNLEI4I3A6CVA,2019-02-13 22:13:31.598
4.0,Four Stars,Like it!,B00KRNA72G,AHA3C7QW2HOSRTYENX4CHCVL5DEQ,2015-03-20 17:27:53.000
2.0,Difficult to use,Returned because I couldn’t get it to align over my lashes in a curved fashion. Very difficult to get on with symmetry.,B07RY9VNDK,AGZK54HH4RLVKAJGKSV2Y6QT4YUQ,2020-04-29 05:42:02.012
4.0,Works!,"Good coverage. Nice shade, matches my skin tone well. Pleased with how long one tube lasted. My only complaint is that the applicator started to fall apart pretty much right away. I was left with just a bare stick before I finished the tube. I’m hoping this was a fluke and plan to purchase again.",B009M4W74C,AG4EHQQJI62QLCZLQF55GVOKK2ZQ,2022-08-30 12:02:20.238
5.0,I'm soooooooo happy with this purchase!,"This is by far the best hair I have ever had! I can't believe I found it on Amazon 🥰 I had a custom color and install, and even my stylist thought the hair was AMAZING and wanted to know where I got it from!! I will definitely order again, I'm looking forward to trying the other textures and etc that they have available.",B07SSXLZP4,AHFIMBLGOSU5MAUZMOMXQCWJDZJQ,2020-09-14 21:17:00.876
5.0,love these,Love these eyelashes. Used ones with the glue never liked them. Love these ones though no glue no mess,B087DZFTNF,AE6UITFG7QF2TKLOYO3QZUJ4GF6Q,2020-05-31 21:19:37.773
5.0,"Great Product, very nice",Just as described!,B0862BZYQP,AEDDCGMK2PEH7UIEQHCYBE3UTEAA,2021-02-18 16:40:52.424
5.0,Wish I would have found this years ago,"I have bought various brushes over the years to scrub my back, etc. in the shower and never really found one that worked well.  This Bath brush is great for reaching your back and anywhere else.  The bristles are not rough, but are strong enough to clean.  The way it is designed it drys thoroughly so you do not seem to get the mildew like you do on many of these brushes.  I would definitely buy this again!  Glad I found this.",B0006B0W42,AEVPWJCETB4ECPHFRXI32OSNHT3A,2017-01-25 22:56:15.000
5.0,Great product,The mist is super fine for real! I also found that it saves product as every pump drops less than regularly. The bottle and the cap have a thick material.,B07Z3YZ65X,AH4WL22TM6NCSNA7HPLZ3TER7B2A,2021-01-27 17:50:14.234
5.0,Five Stars,Purchased as a gift.,B00Y9B042U,AG3E6X5YNDJFYHFZQVQYSGTMRCQQ,2015-12-23 07:19:03.000
1.0,No dura ni una hora.,No sirve,B09M88NZKV,AERQQNCUWKBMFSBIJ5BV2VLXHEJQ,2021-12-27 01:26:11.714
1.0,One Star,So cheap.. Handel breaks with very little pressure,B06XQLGPG5,AFSA2EACRILPQKDOSR4YJPFX2I5Q,2017-08-25 11:12:08.811
5.0,True waver brush,Perfect brush for waves. Really firm bristles. Quality design. Also really like the curvature of the bristles.,B0147I957O,AFBHVTDTUIDVKUAP5ZVQ6ZMJXVCA,2020-10-23 21:50:55.712
3.0,You get what you paid for..,"Very loud.  Not hot enough, takes me longer to dry my hair.  Its okay but would not recommend you buy it.",B0815Y3L6V,AGHRYACWD7V6EK25KQTOLPT7QTMQ,2020-12-22 00:46:41.637
5.0,Five Stars,"Recent shoulder surgery, so helps me get my hair dry with my non dominant arm.",B01GU9TE56,AE3PTLF4DXF5UVSG6OMLJVRLGY6Q,2017-03-05 23:05:27.000
5.0,Perfect princess tiara,"I bought this for my five year old neighbor to replace a really cheap plastic one that she had and she could not have been more thrilled. It's so sparkly! It's really well made, the metal can be bent to fit perfectly, and the design is lovely. At twice the price it would still have been a good deal!",B0719KWG8H,AEJ724RHHRNUO6NSMCK5DY423YUQ,2020-05-10 23:32:31.397
5.0,Works great when I wash my face,They work great holding all my hair back when I wash my face.,B08R68SYF5,AGSJSZ7YLTN6RSOWVZRJLII6KGCA,2021-08-19 21:37:22.485
5.0,Perfect work the office and natural makeup!,"These colors are great! Perfect for something if you want a light, fresh look.<br />The middle color is not a pigment. It's basically a glitter ""highlight"" you put on the corner of your eyes or on top of your finished eye shadow in the center of the lid to give a ""pop""!<br />Just be aware, Japanese and Korean makeup are not strongly pigmented. This mini pallet is a for a nice, light, ""no makeup"" makeup look.",B00V45AUSW,AHIMDSBYHJXM6GP7AZ6G2U3AYOCQ,2019-08-07 15:32:33.321
5.0,Five Stars,Excellent,B0007D02PI,AHT6ZE7BJSKDT75OFMCMERPC6H2Q,2014-12-21 20:51:10.000
5.0,Observations,"As it turns out I live only 20 miles from West Coast Shaving.  I called them and said I would drop in.  While I was there I picked up a bunch of different blades, a new boar brush and Mitchells wool fat shaving soap.  I've been wanting to try this stuff for a long time because of the reviews.  The price varies depending on where you purchase it.  I bought the refill only because it would fit perfectly in an empty shaving cream container I had.  Next time I will buy it in the ceramic bowl.  That may be a long time from now as this soap lasts forever.<br /><br />Because everyone is different and must find the best combination of razor, brush, soap and blades I will not say that this is great and that over there is terrible.  But I will make an observation.  A new boar brush must be broken in which takes a couple of weeks because the tips of the bristles seem too firm and rather sharp when it's first used.  My observation is that not only does the lanolin soften up your skin nicely but it has helped brake in the boar bruch very quickly.  The lanolin seems to soften up the brush just like it softens up your beard.  This only took about three shaves and my boar brush is perfect.<br /><br />I read all the reviews and saw the videos on this soap.  I didn't find any problems with the soap as far a lathering.  I soaked it in WARM water and took my boar brush to start to lather it up.  No problem.  I didn't find all the problems that other people talk about. This might be the results of the water hardness rather than the soap itself.",B001LY7FRK,AESOTHR7SKJ23R6ETRUPEOOBATRQ,2011-06-23 11:03:02.000
5.0,Good adhesion,Good adhesion,B07MJJ4Z4L,AGIDDHAXXFI7AKNUWDVQVOSYGCDQ,2019-05-02 20:19:06.325
5.0,My fav topcoat!,"This is my favorite topcoat! I used to be able to find it in the store, but I haven’t been able to find it for a while. I was excited to see it on Amazon! I am super impatient when it comes to waiting for my nails to dry, and this works great for that. Speeds up dry time and improves durability of your polish.",B000EGMBPW,AEKZLU7XJ44RKU25PQMQG6JHSO4A,2021-11-14 16:08:02.753
5.0,Perfect sizes,It’s light weight and a good amount.,B08V8SW4LP,AGTUOTSDJ7ZBFNSBNEJOZBI4QBJQ,2021-07-15 02:31:06.052
5.0,This is amazing,"I don't know how it works to get makeup brushes so clean, but I'm impressed! The bonus makeup sponge blender and travel mat are nice additions, too.",B01J5ONDPK,AEID2CVPHVNNOVTKHRAB6SASHBCA,2017-05-10 14:22:46.000
1.0,Not worth it,Not worth the money products for a repetitive,B07V1NHQC5,AGNRXUR6542NCZ5UZQQV6PLQXAJQ,2019-12-22 05:27:32.124
1.0,hate them,they are not worth the money !! do not buy,B093TZHSY3,AGBRJDCDR4HDG464V6DFPO5M5IQA,2021-08-26 19:25:33.733
5.0,Loved,Loved very expensive for to use every day but is very good,B00SEEM64M,AFPYYD3QEWEJQRFNYPQ4HPHTUETQ,2019-06-29 17:40:35.063
1.0,Refuses to light to light brown/blondish color,I've been coloring hair for 25 years plus & I've never experienced what I'm experiencing w/ this hair.  I've attempted to lighten this hair to a light brown/blondish color 4 times & it refuses to lighten beyond a brownish red color.,B01N547VYL,AHN2MRGGBYX2VQCAFDIJ2752JDWA,2022-12-06 22:41:52.204
5.0,Worth it,So easy to work with. I especially like the fact that the legs fold for storage.,B08MVT5S4W,AERMHBYMCKNFKKLYHS4FSQ6R2XCQ,2021-03-11 03:39:35.627
2.0,Smells amazing and feels great but the amount you get in ...,"Smells amazing and feels great but the amount you get in the giant tube is terrible, especially for the price! The picture I attached is of an empty chapstick.",B01N5CJPSX,AFTDW233U4FNSOF67SFPRPTYFWNA,2018-02-20 20:58:19.925
5.0,works great,Worked great on my hairdryer! I use it with black orchid diffuser on my Babybliss Pro hair dryer. Works perfect!,B07X8Z9W22,AHDBQKH2C7QVMGQDILYKPC6DUSZQ,2021-08-03 00:30:57.697
4.0,very good,very good product but not waterproof. bristles make it so the mascara is evenly distributed and not clumpy,B07YND8M6K,AFWRDPMZHEVXXMNORLGBG76XZPEQ,2020-10-05 14:40:39.007
5.0,Super cute,They are bigger than I thought. But super cute and durable. Very nice to add to your hair for an outing. Looks good on both adult and children hair. Definitely recommend.,B0BF8SBLS4,AGWHSKFZECCBBSBAKYF2PFE33WSA,2023-01-08 16:43:11.268
5.0,Smoother looking skin,My skin looks smoother with this makeup! I will be buying this again.,B077NCJWS9,AHHIAHUI6ENF4QXI7E6FFANHC5SA,2018-11-12 21:34:19.453
5.0,Good argan oil,"This is the same as a very well known name brand pure argan oil I usually buy, I compared them side by side and couldn't tell a difference.<br /><br />Personally I don't like it on my skin, I find it leaves a shine and kind of greasy residue but I do love it in my curly hair, it really provides a lot of moisture to my thirsty locks.",B00O2FGBJS,AE5IMGWRBJA7JQFBQTBK25HDYGVA,2020-08-21 05:02:28.605
5.0,Mmm,Love the smell of this balm; can't quite describe it but it's sweet.  The texture is nice and I feel like it's moisturizing.,B001ANOXTK,AE46FXDB2VHKACDKZER5ZB6ODWBQ,2013-08-22 02:27:08.000
5.0,Five Stars,Excellent product would definitely recommend.,B01GS7QKQQ,AHHTU76V6EV2ROOB6D2GVCX5EPAQ,2017-03-25 20:26:19.000
1.0,Don't waste your money!,The hair starts off nice but after 2months the hair is horrible it tangles and dries out. Yes I know how to care for extensions this was not user error this was a bad product. So many do reviews on I ital installs few do reviews on the hair over a span of time usage so I figured I would try to help someone else. The hair wouldn't even hold a curl. It also sheds like crazy.,B072C5TQY1,AETTNBYAQX6OKW5GWFPW2VO7FWLQ,2017-12-22 20:11:56.656
5.0,Five Stars,Great scrubber!,B01JG8RPRM,AFBQ3OSSMIMA7UJQW7RROSDYBHUA,2018-04-21 22:27:52.251
1.0,Item too large for bottle cap.,could not use. TOO LARGE FOR BOTTLE CAP.,B01DUYNJL4,AH2HHL7APZ2PGXWNPVPBKR6KQI7Q,2020-12-19 02:24:57.581
5.0,Excelente producto. Lo recomiendo.,Muy buena calidad del producto. Fácil de usar.,B07HD2L4YK,AEJQWJP3N273LWANI4NWNCC6UZZQ,2019-02-14 17:05:52.499
4.0,Serves it's purpose well,this was a Christmas gift.  No complaints received.,B07G32YBQF,AESJ5NVFFJKAQWMMEWDNG6GQ6AGA,2020-01-22 17:02:28.331
5.0,works great,the bottle is cute and works great I use for hair products,B08WRQX1VC,AGNZRFDUEMWKZRGSYHTPI4JN2D2A,2021-05-17 20:14:49.578
5.0,Very pretty,Very nice choice to cover an ugly hairtie...and good quality too,B00XJGJO1I,AHVMF3WLVUDNQWXH5YMAZRPKT44A,2019-08-16 20:45:21.424
1.0,It's Not Moisurizing,Please do not purchase because it does not provide any moisture to your hair.. It actually makes the hair a little hard.,B088RDFLKF,AEFFYY3YCKKP2AWI4C5UMWY7ASQA,2021-06-08 03:31:23.742
5.0,Great deal,Great price for the amount of hair and it was soft and easy to use,B07582ZTXM,AH52XZR6LXMWYAO6GS2MIGLJILLQ,2020-10-23 15:17:28.599
2.0,Not worth it,Hard to tear/cut off excess and peels off almost in a day,B07PS9WMBM,AEWWNTAPXX56BYAKCIKF4TT6FGXQ,2019-07-21 20:17:32.417
5.0,Daily use has completely controlled my blepharitus symptoms. I ...,Daily use has completely controlled my blepharitus symptoms. I use the Oust at night and the Ocusoft rinse-free cleansing wipes in the morning.,B014I0FDVI,AHOEQF2YXYOSYRCAQIWTJWPAR5XA,2017-12-23 17:13:29.483
5.0,Five Stars,Very nice even spray. Trigger is very comfortable.,B06Y44MMT6,AGLZLRS7DOSEPKMGXJZCFM4BUW5A,2018-07-08 12:39:00.280
5.0,"Well made, looks real",Others are synthetic and so much hair only a gorilla could wear it.  Added a closeup photo to show how realistic it looks,B071FJSDKY,AHKQOGVNWQ6PFXAENY243T76KLMQ,2019-04-17 22:28:56.981
2.0,Why did I buy this bizzare curling iron..,Not what I expected.. clumsy and not easy to use.. looks like something that you might have bought at a adult store..🙄 even with the “glove” they provide... you still burn your hands.. my hair never would stay around the rod to get curled..so I ended up with a hair do that looks like a 2 year old did it..<br />I have had pretty good luck with other bed head products but this one is one I would avoid.. meh😐,B0092MCQZ4,AHMEG3B6KTMKX6CRWYEU63M7SRFQ,2017-11-15 06:22:01.894
5.0,Perfect spot treatment,These patches are great. They are easy to use. You just put it on the spot it's needed and leave it overnight. It is easy to peel and stick like a bandaid. Amazing price for these patches and it helped my daughter get rid of some of her prepuberty acne,B09B92W9T4,AGUTZC4GHLTGYHA3KBEDRF6MHB6A,2021-11-22 14:49:13.646
5.0,Five Stars,I wear this everyday as shadow.,B016V2CBHU,AFCK2MDHVADTUET3DCAVRDKMML4Q,2017-04-07 22:06:20.000
5.0,Worth the buy for a inexpensive straightener,works amazing. The straightener snags a little bit but it does leaves my hair straight and shiny.,B07WQF4SGB,AFF65KVJLIGR7KCKBDKC6QUTSNHQ,2020-03-11 03:00:43.889
